key,Order,Level,Section,Subsection,Criteria,Role model Rating,Weights,Description
Senior Staff DeveloperLEADERSHIPHiring and Org Design,60,Senior Staff Developer,LEADERSHIP,Hiring and Org Design,,2.2,40%,"You have comprehensive understanding of the organization's business strategy and competitive landscape, with deep knowledge of how technical decisions impact business outcomes across all domains."
Senior Staff DeveloperLEADERSHIPHiring and Org DesignDeploying Teams,61,Senior Staff Developer,LEADERSHIP,Hiring and Org Design,Deploying Teams,2.4,50%,"You design and implement organizational structures that optimize for business outcomes, creating new roles and teams that address strategic organizational needs."
Senior Staff DeveloperLEADERSHIPHiring and Org DesignEmployer Brand,62,Senior Staff Developer,LEADERSHIP,Hiring and Org Design,Employer Brand,2.8,30%,"You significantly contribute to the organization's reputation as an employer, representing the company at major industry events and contributing to recruitment strategy."
Senior Staff DeveloperLEADERSHIPHiring and Org DesignHiring,63,Senior Staff Developer,LEADERSHIP,Hiring and Org Design,Hiring,1.0,20%,"You lead hiring strategy for critical roles across the organization, serving as a hiring manager for senior positions and establishing hiring standards and processes."
Senior Staff DeveloperLEADERSHIPStakeholder Management,64,Senior Staff Developer,LEADERSHIP,Stakeholder Management,,3.6,20%,"Manages complex stakeholder relationships at the highest organizational levels.
Serves as a trusted advisor to executive leadership and external partners, protecting teams while delivering exceptional results."
Senior Staff DeveloperLEADERSHIPStakeholder ManagementManaging Goals and Expectations,65,Senior Staff Developer,LEADERSHIP,Stakeholder Management,Managing Goals and Expectations,3.6,50%,"You manage relationships with the most critical stakeholders, including executive leadership and key external partners, successfully delivering results across multiple quarters and complex initiatives."
Senior Staff DeveloperLEADERSHIPStakeholder ManagementForesight,66,Senior Staff Developer,LEADERSHIP,Stakeholder Management,Foresight,3.4,20%,"Your strategic foresight influences organizational planning across multiple departments, helping leadership anticipate challenges and opportunities."
Senior Staff DeveloperLEADERSHIPStakeholder ManagementEngendering Trust,67,Senior Staff Developer,LEADERSHIP,Stakeholder Management,Engendering Trust,3.8,20%,"You're a trusted advisor to executive leadership and key external stakeholders, often serving as the primary technical contact for the organization's most important relationships."
Senior Staff DeveloperLEADERSHIPStakeholder ManagementProtecting the Team,68,Senior Staff Developer,LEADERSHIP,Stakeholder Management,Protecting the Team,3.6,10%,"You shield multiple teams from organizational pressures and distractions, identifying and resolving systemic issues that could impact team effectiveness."
Senior Staff DeveloperLEADERSHIPTeam Leadership,69,Senior Staff Developer,LEADERSHIP,Team Leadership,,2.6,10%,"Leads and influences multiple teams across the organization.
Demonstrates exceptional leadership skills that inspire others and drive organizational culture and effectiveness."
Senior Staff DeveloperLEADERSHIPTeam LeadershipPutting the Team first,70,Senior Staff Developer,LEADERSHIP,Team Leadership,Putting the Team first,3.0,50%,"You consistently prioritize the needs of multiple teams across the organization, taking on complex organizational challenges to enable team success."
Senior Staff DeveloperLEADERSHIPTeam LeadershipDifficult Conversations,71,Senior Staff Developer,LEADERSHIP,Team Leadership,Difficult Conversations,2.0,20%,"You handle the most challenging organizational conversations, including those involving senior leadership, compensation, performance, and strategic direction."
Senior Staff DeveloperLEADERSHIPTeam LeadershipReliability,72,Senior Staff Developer,LEADERSHIP,Team Leadership,Reliability,2.4,20%,"You're known for exceptional reliability in executing organizational commitments, consistently delivering on promises that impact multiple teams and business outcomes."
Senior Staff DeveloperLEADERSHIPTeam LeadershipVulnerability,73,Senior Staff Developer,LEADERSHIP,Team Leadership,Vulnerability,2.2,10%,"You model vulnerability and continuous learning across the organization, creating a culture where others feel safe to admit mistakes and seek help."
Senior Staff DeveloperLEADERSHIPDeveloping Others,74,Senior Staff Developer,LEADERSHIP,Developing Others,,2.4,20%,"Drives the development of talent across the organization.
Creates programs and processes that enhance the capabilities of multiple teams and contribute to organizational learning and growth."
Senior Staff DeveloperLEADERSHIPDeveloping OthersIdentifying strengths,75,Senior Staff Developer,LEADERSHIP,Developing Others,Identifying strengths,2.6,30%,"You identify and develop talent across the organization, creating opportunities for high-potential individuals and establishing development programs."
Senior Staff DeveloperLEADERSHIPDeveloping OthersSupporting team growth,76,Senior Staff Developer,LEADERSHIP,Developing Others,Supporting team growth,2.4,40%,"You create and implement development programs that benefit multiple teams, establishing career paths and growth opportunities across the organization."
Senior Staff DeveloperLEADERSHIPDeveloping OthersInvesting in process,77,Senior Staff Developer,LEADERSHIP,Developing Others,Investing in process,2.4,10%,You design and implement organizational processes that enhance team effectiveness and individual development across multiple departments.
Senior Staff DeveloperLEADERSHIPDeveloping OthersFeedback on work,78,Senior Staff Developer,LEADERSHIP,Developing Others,Feedback on work,2.2,20%,"You establish feedback cultures and processes across the organization, coaching leaders on providing effective feedback and creating systems for continuous improvement."
Senior Staff DeveloperLEADERSHIPCulture & Togetherness,79,Senior Staff Developer,LEADERSHIP,Culture & Togetherness,,2.4,10%,"Shapes and influences organizational culture at the highest level.
Creates an inclusive environment that brings out the best in people and aligns the organization around shared values and goals."
Senior Staff DeveloperLEADERSHIPCulture & TogethernessSetting an Example,80,Senior Staff Developer,LEADERSHIP,Culture & Togetherness,Setting an Example,2.8,30%,You consistently model the organization's values and set the standard for behavior and performance across all levels of the organization.
Senior Staff DeveloperLEADERSHIPCulture & TogethernessEncouraging diverse opinions,81,Senior Staff Developer,LEADERSHIP,Culture & Togetherness,Encouraging diverse opinions,2.2,40%,"You actively create and protect spaces for diverse perspectives across the organization, ensuring that decision-making processes benefit from varied viewpoints."
Senior Staff DeveloperLEADERSHIPCulture & TogethernessDeveloping personal relationships,82,Senior Staff Developer,LEADERSHIP,Culture & Togetherness,Developing personal relationships,2.2,30%,"You build meaningful relationships across the organization that enhance collaboration, trust, and organizational effectiveness at all levels."
Principal DeveloperENGINEERING CRAFT,0,Principal Developer,ENGINEERING CRAFT,,,4.0,40%,
Principal DeveloperENGINEERING CRAFTWriting Code,1,Principal Developer,ENGINEERING CRAFT,Writing Code,,4.0,30%,"The ability to contribute high quality code to production environments.
Is an exceptional engineer beyond the organization, contributing to pushing the craft forwards."
Principal DeveloperENGINEERING CRAFTWriting CodeQuality,2,Principal Developer,ENGINEERING CRAFT,Writing Code,Quality,4.0,40%,"You've pushed the boundaries of the organization's coding practices, extending languages and libraries where needed."
Principal DeveloperENGINEERING CRAFTWriting CodeDocumentation,3,Principal Developer,ENGINEERING CRAFT,Writing Code,Documentation,4.0,20%,You've led efforts to improve documentation and code skills across the organization. You've actively pushed other engineers to improve how code is understood and read.
Principal DeveloperENGINEERING CRAFTWriting CodeLanguage,4,Principal Developer,ENGINEERING CRAFT,Writing Code,Language,4.0,30%,"You're contributing to the languages that your company uses, developing new patterns and paradigms to solve real business needs."
Principal DeveloperENGINEERING CRAFTWriting CodeMentoring,5,Principal Developer,ENGINEERING CRAFT,Writing Code,Mentoring,4.0,10%,"You're regularly mentoring mentors, raising the quality of every team member's code"
Principal DeveloperENGINEERING CRAFTTesting,6,Principal Developer,ENGINEERING CRAFT,Testing,,4.0,15%,"The ability to understand and implement great testing practices.
A leader within the organization in terms of test strategy."
Principal DeveloperENGINEERING CRAFTTestingTesting your code,7,Principal Developer,ENGINEERING CRAFT,Testing,Testing your code,,0%,N/A
Principal DeveloperENGINEERING CRAFTTestingImproving coverage,8,Principal Developer,ENGINEERING CRAFT,Testing,Improving coverage,,0%,N/A
Principal DeveloperENGINEERING CRAFTTestingTaking responsibility,9,Principal Developer,ENGINEERING CRAFT,Testing,Taking responsibility,,0%,N/A
Principal DeveloperENGINEERING CRAFTTestingLeading testing strategy,10,Principal Developer,ENGINEERING CRAFT,Testing,Leading testing strategy,4.0,50%,You're defining how your company thinks through testing. You're personally responsibly for the metrics around test coverage across the organization
Principal DeveloperENGINEERING CRAFTTestingAdvocating for testing,11,Principal Developer,ENGINEERING CRAFT,Testing,Advocating for testing,4.0,50%,You may be contributing to an open source library or speaking at conferences on behalf of your company around great testing strategy and tactics
Principal DeveloperENGINEERING CRAFTTechnical Understanding & Prioritisation,12,Principal Developer,ENGINEERING CRAFT,Technical Understanding & Prioritisation,,4.0,15%,"The ability to develop technical understanding and use this to prioritise tasks appropriately.
Is a technical and prioritisation leader across the organization's architecture consistently pushing boundaries and exploring gaps in understanding."
Principal DeveloperENGINEERING CRAFTTechnical Understanding & PrioritisationUnderstanding code,13,Principal Developer,ENGINEERING CRAFT,Technical Understanding & Prioritisation,Understanding code,4.0,50%,"You have expertise in the organization's architecture, including all domains, their bounded contexts, and how they interact with each other."
Principal DeveloperENGINEERING CRAFTTechnical Understanding & PrioritisationTechnical collaboration,14,Principal Developer,ENGINEERING CRAFT,Technical Understanding & Prioritisation,Technical collaboration,4.0,25%,You have a deep technical understanding. You lead on helping team members fill gaps in their understanding.
Principal DeveloperENGINEERING CRAFTTechnical Understanding & PrioritisationWork breakdown,15,Principal Developer,ENGINEERING CRAFT,Technical Understanding & Prioritisation,Work breakdown,4.0,15%,"You critically review work across the organization, ensuring it is appropriately broken down."
Principal DeveloperENGINEERING CRAFTTechnical Understanding & PrioritisationTask prioritisation,16,Principal Developer,ENGINEERING CRAFT,Technical Understanding & Prioritisation,Task prioritisation,4.0,10%,"You identify cross-organization dependencies and work with individual teams to resolve them.
You lead on creating preventative measures to mitigate repeat occurrences.
You foster a culture of priority setting across the organization driving the importance of alignment with organizational strategy"
Principal DeveloperENGINEERING CRAFTSoftware Architecture,17,Principal Developer,ENGINEERING CRAFT,Software Architecture,,4.0,15%,"The ability to interact and engage with architectural approaches of the organization.
Regularly works across teams to build a culture for iterative, autonomous development and future scaling."
Principal DeveloperENGINEERING CRAFTSoftware ArchitectureReaction to feedback,18,Principal Developer,ENGINEERING CRAFT,Software Architecture,Reaction to feedback,4.0,0%,N/A
Principal DeveloperENGINEERING CRAFTSoftware ArchitectureCode,19,Principal Developer,ENGINEERING CRAFT,Software Architecture,Code,4.0,0%,N/A
Principal DeveloperENGINEERING CRAFTSoftware ArchitectureDesign,20,Principal Developer,ENGINEERING CRAFT,Software Architecture,Design,4.0,40%,You help several teams make design decisions that minimize the cost of future changes.
Principal DeveloperENGINEERING CRAFTSoftware ArchitectureDevelopment,21,Principal Developer,ENGINEERING CRAFT,Software Architecture,Development,4.0,40%,"You work with the architecture team to define cross- team architectural approaches.
You sometimes employ prototyping for exploration of designs."
Principal DeveloperENGINEERING CRAFTSoftware ArchitectureTechnical debt,22,Principal Developer,ENGINEERING CRAFT,Software Architecture,Technical debt,4.0,20%,"You understand technical debt as a long-term budgeting and risk management tool.
You lead on when to incur more and when to pay it down."
Principal DeveloperENGINEERING CRAFTSecurity,23,Principal Developer,ENGINEERING CRAFT,Security,,4.0,10%,"The ability to understand and apply security principles, handle user data appropriately and report security concerns.
Is a leader in security strategy."
Principal DeveloperENGINEERING CRAFTSecurityKnowledge,24,Principal Developer,ENGINEERING CRAFT,Security,Knowledge,4.0,30%,"You have impeccable understanding of security principles, and impart this knowledge on your own team, the organization, and wider tech community."
Principal DeveloperENGINEERING CRAFTSecurityUser data,25,Principal Developer,ENGINEERING CRAFT,Security,User data,4.0,20%,N/A
Principal DeveloperENGINEERING CRAFTSecurityReporting,26,Principal Developer,ENGINEERING CRAFT,Security,Reporting,4.0,10%,N/A
Principal DeveloperENGINEERING CRAFTSecurityProactivity,27,Principal Developer,ENGINEERING CRAFT,Security,Proactivity,4.0,10%,N/A
Principal DeveloperENGINEERING CRAFTSecurityCollaboration,28,Principal Developer,ENGINEERING CRAFT,Security,Collaboration,4.0,10%,N/A
Principal DeveloperENGINEERING CRAFTSecurityStrategy,29,Principal Developer,ENGINEERING CRAFT,Security,Strategy,4.0,20%,"You lead the conversation around security within the organization.
You are seen as an expert in the security field."
Principal DeveloperENGINEERING CRAFTDebugging & Monitoring,30,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,,4.0,15%,"The ability to understand and implement systematic debugging and monitoring practices to diagnose issues.
Leads incident response, and fosters and promotes a culture of observability and monitoring across the organization."
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringDebugging,31,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Debugging,4.0,40%,Uses systematic debugging to diagnose issues across the organization.
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringTools,32,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Tools,4.0,0%,N/A
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringPhilosophy,33,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Philosophy,4.0,20%,You lead the organization's monitoring philosophy.
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringData,34,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Data,4.0,20%,You teams across the organization use operational data to improve stability and performance of their domains.
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringProfiling,35,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Profiling,4.0,20%,N/A
Principal DeveloperENGINEERING CRAFTDebugging & MonitoringMentoring,36,Principal Developer,ENGINEERING CRAFT,Debugging & Monitoring,Mentoring,4.0,0%,You are a mentor for senior managers across the organization.
Principal DeveloperSOFT SKILLS,37,Principal Developer,SOFT SKILLS,,,3.8,40%,
Principal DeveloperSOFT SKILLSEmpathy & Humility,38,Principal Developer,SOFT SKILLS,Empathy & Humility,,4.0,40%,"The ability to share someone else's feelings or experiences by imagining what it would be like to be in that person's situation.
Often found advocating for and representing others in conversations they cannot be in.
Helps leaders to understand their teams, users and clients."
Principal DeveloperSOFT SKILLSEmpathy & HumilityCredit and blame,39,Principal Developer,SOFT SKILLS,Empathy & Humility,Credit and blame,4.0,30%,"You use your position of power to redirect credit fairly, and absorb blame that isn't constructive to your team."
Principal DeveloperSOFT SKILLSEmpathy & HumilityUnderstanding others,40,Principal Developer,SOFT SKILLS,Empathy & Humility,Understanding others,4.0,30%,"You're called for when any team wants to understand a group of people better.
You can point to ways in which you've actively looked to dramatically improve the empathy of your organisation."
Principal DeveloperSOFT SKILLSEmpathy & HumilityMediation and facilitation,41,Principal Developer,SOFT SKILLS,Empathy & Humility,Mediation and facilitation,4.0,20%,"You're called on to facilitate groups of people, often outside your peers, due to your calm and thoughtful demeanour.
You make even combative people feel calm through finding common ground."
Principal DeveloperSOFT SKILLSEmpathy & HumilityMentoring,42,Principal Developer,SOFT SKILLS,Empathy & Humility,Mentoring,4.0,20%,You have several formal mentoring relationships with senior staff both within and outside your immediate team.
Principal DeveloperSOFT SKILLSCommunication,43,Principal Developer,SOFT SKILLS,Communication,,3.4,20%,"The ability to communicate well with those around you with sensitivity to timeliness, medium, brevity and tone.
Communicates with the wider business, including change affecting the work of others, helps teams around them to communicate better."
Principal DeveloperSOFT SKILLSCommunicationKeeping people informed,44,Principal Developer,SOFT SKILLS,Communication,Keeping people informed,4.0,50%,You design the process of communication to communicate with the business around strategically important projects using appropriate mediums.
Principal DeveloperSOFT SKILLSCommunicationLooking for feedback,45,Principal Developer,SOFT SKILLS,Communication,Looking for feedback,4.0,20%,"You communicate changes in plans, organisational structure or work situation which directly affects one or more people, and manage any fall out from that change ensuring all parties stay informed and content."
Principal DeveloperSOFT SKILLSCommunicationDelivering bad news,46,Principal Developer,SOFT SKILLS,Communication,Delivering bad news,3.2,10%,"You communicate bad news to a group of reports or peers, ensuring that a strategy is in place to manage expectations and morale during the change.
Your approach involves thoughtfully designed communication to the top levels of the organisation"
Principal DeveloperSOFT SKILLSCommunicationMentoring communicators,47,Principal Developer,SOFT SKILLS,Communication,Mentoring communicators,3.2,10%,"You regularly mentor others on communication technique, unpick poor communication in your wider organisation and add process where needed.
You're comfortable feeding back on the communication of your seniors."
Principal DeveloperSOFT SKILLSInitiative,48,Principal Developer,SOFT SKILLS,Initiative,,3.9,20%,"The ability to use your judgment to make decisions and do things without needing to be told what to do.
Asks a lot, expects the impossible. Drives others to create their best work.
Sees opportunities in everything."
Principal DeveloperSOFT SKILLSInitiativeCan-do attitude,49,Principal Developer,SOFT SKILLS,Initiative,Can-do attitude,4.0,50%,You take ill-defined requirements and lead a large group within your organisation to make progress on them.
Principal DeveloperSOFT SKILLSInitiativePro-activity in seeking help,50,Principal Developer,SOFT SKILLS,Initiative,Pro-activity in seeking help,3.6,25%,"You build relationships with people across your organisation without being asked, expressly for the purpose of boosting your ability to achieve great results."
Principal DeveloperSOFT SKILLSInitiativeFollow through,51,Principal Developer,SOFT SKILLS,Initiative,Follow through,4.0,25%,"You're deeply involved in projects which require your ability to move through uncertainty.
You adapt your skillset appropriately for those projects, morphing into what the projects need you to be."
Principal DeveloperSOFT SKILLSObjectivity & Adaptability,52,Principal Developer,SOFT SKILLS,Objectivity & Adaptability,,4.0,10%,"The ability to deal with problems based on conditions that really exist, rather than following fixed theories, ideas, or rules, and to adapt to suit different conditions.
Leads others in looking for ways to better serve business or customer needs, even outside their own discipline.
Willing to lead mundane but important tasks and help whole teams to move on their goals through simplifying and breaking down problems."
Principal DeveloperSOFT SKILLSObjectivity & AdaptabilityEfficient decision-making,53,Principal Developer,SOFT SKILLS,Objectivity & Adaptability,Efficient decision-making,4.0,50%,"You're part of decision-making teams on several major company-wide initiatives, employing appropriate processes and techniques."
Principal DeveloperSOFT SKILLSObjectivity & AdaptabilitySelf improvement,54,Principal Developer,SOFT SKILLS,Objectivity & Adaptability,Self improvement,4.0,20%,"You build processes for yourself and others around you, diagnosing development areas and figuring out better ways of working and collaborating.
You champion self improvement in your organisation."
Principal DeveloperSOFT SKILLSObjectivity & AdaptabilityObjectivity,55,Principal Developer,SOFT SKILLS,Objectivity & Adaptability,Objectivity,4.0,20%,"You know which hills to die on.
You recognise the importance of believability and pragmatism as a tool for moving product and business forwards, and when to stand your ground."
Principal DeveloperSOFT SKILLSObjectivity & AdaptabilityTime management,56,Principal Developer,SOFT SKILLS,Objectivity & Adaptability,Time management,4.0,10%,"You are constantly checking your own plans and the plans of your team for opportunities to change or reduce effort.
You exclusively pick up the most important, not the most interesting tasks."
Principal DeveloperSOFT SKILLSBusiness Acumen,57,Principal Developer,SOFT SKILLS,Business Acumen,,3.8,10%,
Principal DeveloperSOFT SKILLSBusiness AcumenUnderstanding level,58,Principal Developer,SOFT SKILLS,Business Acumen,Understanding level,3.8,100%,"Has a thourough understanding of their team's domain, strategy, and how it maps to overall market trends.
Has a thorough understanding of adjacent teams' strategies and how they map to their team and interaction points."
Principal DeveloperLEADERSHIP,59,Principal Developer,LEADERSHIP,,,3.5,20%,
Principal DeveloperLEADERSHIPHiring and Org Design,60,Principal Developer,LEADERSHIP,Hiring and Org Design,,3.4,40%,"The ability to understand the needs of the business and ensure that your team can meet them.
A competent interviewer. Able to follow a structured hiring process, and make a decision."
Principal DeveloperLEADERSHIPHiring and Org DesignDeploying Teams,61,Principal Developer,LEADERSHIP,Hiring and Org Design,Deploying Teams,3.6,50%,You've carved out an additional role for yourself or peers to fulfil a need that a team has.
Principal DeveloperLEADERSHIPHiring and Org DesignEmployer Brand,62,Principal Developer,LEADERSHIP,Hiring and Org Design,Employer Brand,4.0,30%,"You've helped to establish the company as a good employer through promotion on stage or online.
You've inputted into the company's careers pages."
Principal DeveloperLEADERSHIPHiring and Org DesignHiring,63,Principal Developer,LEADERSHIP,Hiring and Org Design,Hiring,2.0,20%,"You are regularly part of hiring panels, and have been hiring manager for at least one hire that passed probation."
Principal DeveloperLEADERSHIPStakeholder Management,64,Principal Developer,LEADERSHIP,Stakeholder Management,,4.0,20%,"The ability to ensure that teams are protected and expectations are set correctly.
An expert at understanding everyone's motivations and drives, and adapting communication and priorities to fit them.
Protects others, including when it results in hard conversations.
Maintains good relationships with all key stakeholders even when challenging."
Principal DeveloperLEADERSHIPStakeholder ManagementManaging Goals and Expectations,65,Principal Developer,LEADERSHIP,Stakeholder Management,Managing Goals and Expectations,4.0,50%,You lead entire client or stakeholder relationships over the course of multiple quarters across successful and unsuccessful projects whilst maintaining good outcomes.
Principal DeveloperLEADERSHIPStakeholder ManagementForesight,66,Principal Developer,LEADERSHIP,Stakeholder Management,Foresight,4.0,20%,"Your foresight has been proven over multiple projects involving multiple teams.
You act as the stakeholder or client in order to tease out extra requirements, due to your deep understanding of their incentives."
Principal DeveloperLEADERSHIPStakeholder ManagementEngendering Trust,67,Principal Developer,LEADERSHIP,Stakeholder Management,Engendering Trust,4.0,20%,"You're a key contact for stakeholders or external clients, funnelling work and information to them as you see fit.
They ask for you to be involved in processes and meetings due to your respect for their time and needs."
Principal DeveloperLEADERSHIPStakeholder ManagementProtecting the Team,68,Principal Developer,LEADERSHIP,Stakeholder Management,Protecting the Team,4.0,10%,"You protect embattled teams from being thrown off course, identifying difficult clients and stakeholder roadblocks, resolving issues."
Principal DeveloperLEADERSHIPTeam Leadership,69,Principal Developer,LEADERSHIP,Team Leadership,,3.5,10%,"The ability to maintain quality, efficiency and establish trust in your ability.
Capable of managing a larger team effectively.
Protects the team, ensuring they're always clear on the goal, but also works to create space for them to make decisions and grow.
Zero ego: open and honest with intentions, goals, failings and expectations.
Dependable to a fault, leading to deep trust amongst direct reports."
Principal DeveloperLEADERSHIPTeam LeadershipPutting the Team first,70,Principal Developer,LEADERSHIP,Team Leadership,Putting the Team first,4.0,50%,"You're visibly selfless and devoted as a manager.
You have repeatedly put the team first in decisions which affect your workload.
You've given opportunities for your team to shine in situations you could have taken yourself."
Principal DeveloperLEADERSHIPTeam LeadershipDifficult Conversations,71,Principal Developer,LEADERSHIP,Team Leadership,Difficult Conversations,3.0,20%,"You have, over a significant period of time, managed team-level conversations effectively, as proven by your ability to maintain a largely happy and committed team throughout your tenure."
Principal DeveloperLEADERSHIPTeam LeadershipReliability,72,Principal Developer,LEADERSHIP,Team Leadership,Reliability,3.2,20%,"You have been honest and open about intentions and goals with regards to at least one major team level decisions affecting multiple direct reports.
You've listened to feedback and adjusted plans where possible.
You have delivered as promised."
Principal DeveloperLEADERSHIPTeam LeadershipVulnerability,73,Principal Developer,LEADERSHIP,Team Leadership,Vulnerability,3.0,10%,"You make a point of asking for feedback on your actions from your team.
You consciously make time for self-reflection and evaluation, which you open up for others to view.
You recognise the value of being human to your team."
Principal DeveloperLEADERSHIPDeveloping Others,74,Principal Developer,LEADERSHIP,Developing Others,,3.3,20%,"The ability to develop the skillsets and abilities of your team.
Has a structured process and methodology for assessing, refining and supporting the strengths and goals of their team.
Spends meaningful time investing in laying groundwork for personal growth, including milestones, goals and structured opportunities. Their team are growing at above average speed."
Principal DeveloperLEADERSHIPDeveloping OthersIdentifying strengths,75,Principal Developer,LEADERSHIP,Developing Others,Identifying strengths,3.6,30%,"You find threads of passion or strength across a large team, and help team members to grow those strengths."
Principal DeveloperLEADERSHIPDeveloping OthersSupporting team growth,76,Principal Developer,LEADERSHIP,Developing Others,Supporting team growth,3.2,40%,"You set growth targets for your team, and are clear on what is expected and how they'll be rewarded upon completion.
You follow through on that promise.
You establish budgets and space for active learning."
Principal DeveloperLEADERSHIPDeveloping OthersInvesting in process,77,Principal Developer,LEADERSHIP,Developing Others,Investing in process,3.2,10%,"You invest in rigorous and standardised skills assessment and goal-setting for your team, introducing clarity and purpose, resulting in your team growing in a more focused direction."
Principal DeveloperLEADERSHIPDeveloping OthersFeedback on work,78,Principal Developer,LEADERSHIP,Developing Others,Feedback on work,3.0,20%,"Your feedback on multiple teams' work is strictly useful and actionable.
You're able to articulate in a fair and efficient way not only what your opinion is, but why you have that opinion.
In disagreement you're comfortable with having your opinion changed and invite other opinions from those around you."
Principal DeveloperLEADERSHIPCulture & Togetherness,79,Principal Developer,LEADERSHIP,Culture & Togetherness,,3.3,10%,"The ability to bring groups together and foster a happy and productive environment.
Has built themselves into an important cultural guardian through both signalling and empowering others.
Goes out of their way to promote good behaviour and safeness for all.
Is sharing the team's culture and wellbeing outwardly"
Principal DeveloperLEADERSHIPCulture & TogethernessSetting an Example,80,Principal Developer,LEADERSHIP,Culture & Togetherness,Setting an Example,4.0,30%,"You actively call out peers and seniors who you feel don't signal correctly to your team and yourself.
You work to educate those in positions of power to be conscious of the example they're setting."
Principal DeveloperLEADERSHIPCulture & TogethernessEncouraging diverse opinions,81,Principal Developer,LEADERSHIP,Culture & Togetherness,Encouraging diverse opinions,3.0,40%,"You're a core part of, or leading, a central initiative towards a fairer and safer workplace for all, including touching hiring strategy and coaching for key staff.
You're a vocal champion for under-represented groups.
You create safe spaces for debate."
Principal DeveloperLEADERSHIPCulture & TogethernessDeveloping personal relationships,82,Principal Developer,LEADERSHIP,Culture & Togetherness,Developing personal relationships,3.0,30%,"You're close enough to both your reports and your peers to be able to spot and debug issues with culture early and often.
You can predict how people will work together and interact because you know their viewpoints on the world.
You're coaching other leaders in their 1:1 and interpersonal techniques."
